image_id,sensor,acq_datetime_utc,season_complete,aoi_cloud_pct,aoi_coverage_pct,status,reason,length_m,pct_aoi_alongshore_covered,flags
LE07_136045_20100115,L7,2010-01-15 04:10:33+00:00,True,0.0,64.50121734552873,extracted,,47903.83782571704,52.06938894099678,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20100304,L7,2010-03-04 04:11:06+00:00,True,10.285538762748605,60.46752648549055,extracted,,55288.7478077888,60.09646500846609,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20100320,L7,2010-03-20 04:11:11+00:00,True,0.1877314844007181,60.41159439363032,extracted,,42271.074037718456,45.94681960621571,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20100405,L7,2010-04-05 04:11:14+00:00,True,4.486554068492981,61.13377640323748,extracted,,46353.1713546233,50.38388190719924,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20100507,L7,2010-05-07 04:11:12+00:00,True,3.815864369654656,65.64453510561295,extracted,,45890.16889244654,49.880618361354934,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20100928,L7,2010-09-28 04:11:18+00:00,True,1.2455932434077517,63.98631308810949,extracted,,46856.64279848565,50.93113347661484,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20101030,L7,2010-10-30 04:11:33+00:00,True,8.299766284203923,69.15838652365599,extracted,,52130.85665824642,56.66397462852871,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20101115,L7,2010-11-15 04:11:45+00:00,True,0.0,68.46581562150425,extracted,,53670.382045340535,58.33737178841363,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20101201,L7,2010-12-01 04:11:56+00:00,True,0.2669994449639167,68.41646377574521,extracted,,50561.52641430936,54.95818088511887,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20101217,L7,2010-12-17 04:12:04+00:00,True,0.0,68.84088964927288,extracted,,54203.689631395,58.917053947168476,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20110102,L7,2011-01-02 04:12:13+00:00,True,0.0,68.72244521945122,extracted,,53560.14828164239,58.21755248004607,"slc_off,landsat_cloud_mask_issue"
"LE07_136045_20110307,LE07_136046_20110307",L7,2011-03-07 04:12:35+00:00,True,0.0049354563279372,67.91307494900309,extracted,,63402.13394685497,68.91536298571192,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20110323,L7,2011-03-23 04:12:35+00:00,True,1.541756860865446,68.60729091268013,extracted,,41496.3800484653,45.104760922244886,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20110408,L7,2011-04-08 04:12:39+00:00,True,14.883736972572226,67.4458774758176,extracted,,47877.11513287543,52.040342535734155,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20110510,L7,2011-05-10 04:12:38+00:00,True,1.588132223493934,68.23386194643679,extracted,,46421.70255060949,50.458372337619004,"slc_off,landsat_cloud_mask_issue"
